,Lot Shape,Land Contour,Lot Config,Neighborhood,Bldg Type,Year Built,Year Remod/Add,Exter Qual,Exter Cond,Overall Qual,Overall Cond,Gr Liv Area,Kitchen Qual,Garage Area,Garage Qual,Garage Cond,Sale Type,SalePrice
1474,IR1,Lvl,Inside,NridgHt,TwnhsE,2005,2005,Gd,TA,7,5,1364,Gd,484.0,TA,TA,WD ,185850
1475,IR1,Lvl,CulDSac,Sawyer,1Fam,1965,1965,TA,TA,5,5,984,TA,310.0,TA,TA,WD ,126000
1476,Reg,Lvl,Inside,NAmes,1Fam,1959,1959,TA,TA,5,7,864,TA,308.0,TA,TA,WD ,118000
1477,IR1,HLS,Inside,StoneBr,TwnhsE,2006,2006,Gd,TA,9,5,1612,Ex,556.0,TA,TA,WD ,319900
1478,IR1,Lvl,CulDSac,Mitchel,1Fam,1984,1984,TA,TA,6,6,1003,TA,588.0,TA,TA,WD ,142500
1479,Reg,Lvl,Inside,NAmes,1Fam,1950,1950,TA,TA,5,6,1200,TA,246.0,TA,TA,WD ,129900
1480,IR1,Lvl,Inside,NridgHt,TwnhsE,2005,2006,Gd,TA,7,5,1368,Gd,474.0,TA,TA,New,202500
1481,Reg,Lvl,FR2,Sawyer,1Fam,1950,1950,TA,TA,5,5,1640,TA,394.0,TA,TA,WD ,131000
1482,Reg,Lvl,Corner,CollgCr,Duplex,1997,1998,TA,Gd,6,5,1838,TA,721.0,TA,TA,WD ,185000
1483,Reg,Lvl,Inside,NPkVill,TwnhsE,1978,1978,Gd,TA,6,5,1456,TA,440.0,TA,TA,WD ,138000
1484,Reg,Lvl,Inside,OldTown,1Fam,1910,1993,TA,TA,6,7,1368,TA,216.0,TA,Fa,WD ,114504
1485,Reg,Lvl,Inside,Edwards,1Fam,1945,1950,TA,TA,6,4,1487,TA,220.0,TA,TA,WD ,113000
1486,Reg,Lvl,Inside,IDOTRR,1Fam,1922,2007,TA,Gd,4,8,1154,Gd,240.0,TA,TA,WD ,125500
1487,IR1,Lvl,Inside,Sawyer,1Fam,1964,2001,Gd,Gd,5,8,1020,TA,528.0,TA,TA,WD ,165000
1488,Reg,Lvl,Corner,OldTown,1Fam,1900,1950,TA,TA,5,4,1440,TA,352.0,Fa,TA,WD ,79000
1489,Reg,Lvl,Inside,Somerst,Twnhs,2005,2005,Gd,TA,6,5,1236,Gd,480.0,TA,TA,WD ,152000
1490,Reg,Lvl,Corner,BrkSide,1Fam,1947,1950,TA,Gd,6,7,1664,TA,420.0,TA,TA,WD ,159000
1491,IR1,Lvl,Inside,NAmes,1Fam,1960,1960,TA,TA,4,5,1100,TA,312.0,TA,TA,WD ,141000
1492,IR1,Lvl,CulDSac,NAmes,1Fam,1964,1964,TA,TA,6,6,1488,TA,430.0,TA,TA,WD ,167000
1493,Reg,Lvl,Corner,BrkSide,1Fam,1942,1950,TA,TA,5,6,1453,Gd,240.0,TA,TA,WD ,132000
1494,IR1,Lvl,Corner,SawyerW,1Fam,1990,1991,Gd,TA,7,5,1442,Gd,719.0,TA,TA,WD ,179900
1495,IR1,Lvl,Inside,Sawyer,1Fam,1967,1967,TA,Gd,5,5,900,TA,280.0,TA,TA,WD ,122000
1496,Reg,Lvl,Inside,NAmes,1Fam,1963,1963,TA,TA,6,6,1045,TA,264.0,TA,TA,WD ,127000
1497,IR2,Lvl,FR2,NAmes,TwnhsE,2002,2002,Gd,TA,6,5,1419,Gd,543.0,TA,TA,WD ,190000
1498,Reg,Lvl,Inside,Sawyer,1Fam,1964,1980,TA,TA,5,5,1452,TA,572.0,TA,TA,WD ,158450
1499,IR1,Lvl,Inside,Sawyer,1Fam,1963,1999,TA,TA,5,6,1464,TA,480.0,TA,TA,WD ,175000
1500,IR1,HLS,CulDSac,Gilbert,1Fam,2006,2007,Ex,TA,9,5,1746,Ex,758.0,TA,TA,WD ,377500
1501,Reg,Lvl,Inside,BrkSide,1Fam,1930,1950,TA,TA,5,5,1536,TA,480.0,TA,TA,WD ,138400
1502,Reg,Lvl,Inside,CollgCr,1Fam,2005,2005,Gd,TA,7,5,1734,Gd,660.0,TA,TA,WD ,260000
1503,IR1,Lvl,Inside,NridgHt,1Fam,2006,2007,Gd,TA,8,5,1976,Gd,908.0,TA,TA,New,440000
1504,Reg,Lvl,Inside,CollgCr,1Fam,2001,2001,Gd,TA,7,5,1212,Gd,573.0,TA,TA,WD ,178000
1505,Reg,Lvl,Inside,NAmes,1Fam,1968,1968,TA,TA,5,5,1052,TA,288.0,TA,TA,WD ,138500
1506,Reg,Lvl,Inside,Sawyer,1Fam,1962,1962,TA,TA,5,5,1057,TA,576.0,TA,TA,WD ,132000
1507,Reg,Lvl,Inside,Edwards,1Fam,1953,1953,TA,TA,6,5,1609,TA,305.0,Fa,TA,WD ,149900
1508,IR1,Bnk,Corner,BrkSide,1Fam,1945,1950,TA,TA,7,7,1668,Gd,252.0,TA,TA,WD ,108000
1509,IR1,Lvl,Inside,CollgCr,1Fam,1975,1975,TA,TA,5,6,924,TA,280.0,TA,TA,WD ,110000
1510,Reg,Lvl,Inside,Blueste,TwnhsE,1980,1980,TA,TA,6,6,1229,TA,462.0,TA,TA,WD ,124000
1511,Reg,Lvl,Inside,OldTown,1Fam,1956,1956,TA,TA,4,6,882,TA,0.0,,,WD ,103200
1512,Reg,Lvl,Inside,Somerst,TwnhsE,2006,2007,Gd,TA,7,5,1352,Gd,466.0,TA,TA,New,194000
1513,IR1,Lvl,Corner,Sawyer,1Fam,1968,1968,TA,TA,5,5,948,TA,300.0,TA,TA,WD ,108000
1514,IR1,Lvl,Inside,Sawyer,1Fam,1961,1961,TA,TA,5,5,864,TA,440.0,TA,TA,WD ,122000
1515,Reg,HLS,Inside,ClearCr,Twnhs,1980,1981,Gd,TA,7,5,1700,Gd,450.0,Gd,TA,WD ,148400
1516,Reg,Lvl,Inside,Edwards,1Fam,1958,1958,TA,Fa,5,3,1276,TA,350.0,TA,TA,COD,60000
1517,Reg,Lvl,Inside,SawyerW,1Fam,1994,1994,Gd,TA,7,5,1626,Gd,534.0,TA,TA,WD ,226500
1518,Reg,Lvl,Inside,IDOTRR,1Fam,1949,1950,TA,TA,2,3,480,TA,308.0,TA,TA,WD ,35311
1519,IR1,Lvl,CulDSac,Edwards,Duplex,1975,1975,TA,TA,6,5,1012,TA,0.0,,,WD ,127500
1520,Reg,Lvl,Corner,Mitchel,1Fam,1984,1984,TA,TA,5,6,889,TA,484.0,TA,TA,WD ,137500
1521,IR1,Lvl,CulDSac,Edwards,1Fam,1977,1977,TA,TA,6,6,1117,TA,542.0,TA,TA,WD ,147000
1522,Reg,Lvl,Inside,NridgHt,1Fam,2004,2005,Gd,TA,8,5,2452,Gd,691.0,TA,TA,WD ,309000
1523,Reg,Bnk,Inside,Crawfor,1Fam,1971,2009,Gd,Gd,7,9,2365,Ex,551.0,TA,TA,WD ,315000
1524,Reg,Lvl,Corner,NAmes,1Fam,1965,2008,TA,TA,5,8,912,Gd,576.0,TA,TA,WD ,147000
1525,Reg,Lvl,Inside,Blmngtn,TwnhsE,2006,2006,Gd,TA,8,5,1567,Ex,648.0,TA,TA,New,264561
1526,Reg,Bnk,Inside,NAmes,1Fam,1955,1955,TA,TA,5,5,1360,TA,572.0,TA,TA,WD ,130000
1527,Reg,Lvl,Inside,Somerst,Twnhs,2000,2000,Gd,TA,6,5,1525,Gd,440.0,TA,TA,WD ,177000
1528,Reg,Lvl,Inside,IDOTRR,1Fam,1930,1950,TA,TA,5,7,1200,TA,0.0,,,WD ,119000
1529,Reg,Lvl,Inside,SWISU,1Fam,2004,2004,TA,TA,7,5,1073,TA,246.0,TA,TA,WD ,157000
1530,IR1,Lvl,Inside,Sawyer,1Fam,1968,1968,TA,TA,5,5,1159,TA,336.0,TA,TA,WD ,158000
1531,Reg,Lvl,Inside,NAmes,1Fam,1955,1955,TA,TA,4,4,1540,Fa,352.0,TA,TA,WD ,115000
1532,Reg,Lvl,Inside,Sawyer,1Fam,1977,1977,TA,TA,5,5,894,TA,308.0,TA,TA,WD ,120750
1533,Reg,Lvl,Inside,Somerst,1Fam,2000,2000,Gd,TA,7,5,1674,Gd,663.0,TA,TA,WD ,216000
1534,Reg,Lvl,Inside,MeadowV,Twnhs,1970,1970,TA,TA,4,5,1092,TA,286.0,TA,TA,WD ,75000
1535,Reg,Lvl,Inside,Veenker,1Fam,1974,1974,TA,TA,6,5,1430,TA,484.0,TA,TA,WD ,192000
1536,IR1,Lvl,CulDSac,Sawyer,1Fam,1978,1978,TA,TA,6,6,1040,TA,616.0,TA,TA,WD ,160500
1537,IR1,Lvl,Inside,CollgCr,1Fam,2006,2007,Gd,TA,7,5,1494,Gd,840.0,TA,TA,New,279500
1538,Reg,Lvl,Corner,Sawyer,1Fam,1963,1963,TA,TA,5,6,1075,Gd,440.0,TA,TA,WD ,148000
1539,IR1,Lvl,Inside,Sawyer,1Fam,1967,2005,TA,Fa,5,7,992,Gd,294.0,TA,TA,WD ,145000
1540,IR1,Lvl,Corner,NoRidge,1Fam,1993,1993,Gd,Gd,8,7,2520,Gd,796.0,TA,TA,WD ,310000
1541,Reg,Lvl,Inside,NAmes,1Fam,1963,1963,TA,TA,6,5,1146,TA,294.0,TA,TA,WD ,165000
1542,IR2,Lvl,CulDSac,NoRidge,1Fam,1994,2005,Gd,TA,8,7,2448,Gd,711.0,TA,TA,WD ,402000
1543,Reg,Lvl,Inside,Somerst,1Fam,2005,2005,Gd,TA,7,5,1958,Gd,936.0,TA,TA,WD ,250000
1544,Reg,Lvl,Inside,MeadowV,Twnhs,1970,1970,TA,TA,4,6,630,TA,0.0,,,WD ,73000
1545,Reg,Lvl,FR2,NAmes,Duplex,1974,1974,TA,TA,5,5,1792,TA,0.0,,,WD ,136000
1546,Reg,Lvl,Inside,NridgHt,TwnhsE,2005,2005,Ex,TA,9,5,1565,Ex,556.0,TA,TA,WD ,282500
1547,Reg,Lvl,Inside,Somerst,1Fam,2005,2006,Gd,TA,8,5,1595,Gd,880.0,TA,TA,WD ,221500
1548,IR2,Lvl,Inside,Crawfor,1Fam,1995,1996,TA,TA,4,5,1680,Gd,628.0,TA,TA,WD ,170000
1549,IR1,Lvl,Inside,NAmes,1Fam,1967,1967,Fa,TA,6,4,1040,TA,480.0,TA,TA,WD ,163000
1550,IR1,Lvl,Inside,NoRidge,1Fam,1995,1995,Gd,TA,8,5,2531,Gd,752.0,TA,TA,WD ,290000
1551,IR1,Lvl,Inside,NoRidge,1Fam,1996,1997,Gd,Gd,8,5,2538,Gd,933.0,TA,TA,WD ,330000
1552,Reg,Lvl,Inside,BrDale,Twnhs,1973,1973,TA,TA,6,5,987,TA,264.0,TA,TA,WD ,111000
1553,IR2,Lvl,CulDSac,CollgCr,1Fam,1999,1999,TA,TA,6,5,1755,TA,530.0,TA,TA,WD ,214000
1554,IR1,Lvl,Corner,NAmes,1Fam,1953,1953,TA,TA,5,6,1152,TA,636.0,TA,TA,WD ,137500
1555,Reg,Lvl,Inside,Somerst,1Fam,2003,2003,Gd,TA,7,5,1884,Ex,581.0,TA,TA,WD ,240900
1556,IR1,Lvl,Inside,NoRidge,1Fam,1992,1992,Gd,TA,7,5,1923,Gd,564.0,TA,TA,WD ,190000
1557,Reg,Lvl,Corner,CollgCr,1Fam,2002,2002,Gd,TA,7,5,1611,Gd,1231.0,TA,TA,WD ,250000
1558,IR1,Lvl,Corner,Veenker,1Fam,1976,2004,Gd,Gd,5,8,1437,Gd,528.0,TA,TA,WD ,218000
1559,Reg,Lvl,Inside,NWAmes,1Fam,1993,1993,Gd,TA,7,6,2075,Gd,473.0,TA,TA,WD ,255000
1560,IR1,HLS,CulDSac,Gilbert,1Fam,2006,2006,Gd,TA,7,5,1670,Gd,690.0,TA,TA,New,240000
1561,IR1,Lvl,Inside,CollgCr,1Fam,2006,2007,Gd,TA,8,5,2140,Gd,894.0,TA,TA,New,360000
1562,Reg,Lvl,Inside,NAmes,1Fam,1965,1999,TA,Gd,5,8,1265,Gd,502.0,TA,TA,WD ,179900
1563,IR1,Bnk,Inside,ClearCr,1Fam,1946,1994,TA,TA,5,6,3086,Ex,0.0,,,WD ,200500
1564,Reg,Lvl,Inside,OldTown,1Fam,1910,1950,TA,TA,3,6,968,TA,0.0,,,WD ,37900
1565,IR1,Lvl,Inside,Timber,1Fam,2001,2001,Gd,TA,8,5,1312,Gd,471.0,TA,TA,WD ,180500
1566,Reg,Lvl,Inside,SawyerW,Duplex,2000,2000,TA,TA,7,5,2787,TA,820.0,TA,TA,WD ,269500
1567,IR1,Lvl,Corner,Gilbert,1Fam,2003,2003,Gd,TA,7,5,1733,Gd,433.0,TA,TA,WD ,225000
1568,Reg,Lvl,Corner,IDOTRR,1Fam,1940,1950,TA,TA,6,7,1215,Gd,720.0,TA,TA,WD ,141000
1569,IR1,Lvl,Inside,NridgHt,1Fam,2008,2008,Ex,TA,9,5,1743,Ex,927.0,TA,TA,ConLI,335000
1570,IR1,Lvl,FR2,CollgCr,1Fam,1977,2004,Gd,Gd,5,8,1026,TA,308.0,TA,TA,WD ,150000
1571,IR1,Low,Inside,Veenker,1Fam,1981,1987,Gd,TA,9,5,1842,Gd,894.0,TA,TA,WD ,385000
1572,Reg,Lvl,Inside,NAmes,1Fam,1965,1990,TA,TA,7,6,1986,TA,486.0,TA,TA,WD ,205000
1573,Reg,Lvl,Inside,CollgCr,1Fam,2006,2006,Gd,TA,7,5,1208,Gd,632.0,TA,TA,WD ,206000
1574,Reg,Lvl,FR2,CollgCr,1Fam,2004,2004,Gd,TA,7,5,1422,Gd,626.0,TA,TA,WD ,179600
1575,Reg,Lvl,Inside,Edwards,1Fam,1951,1951,TA,TA,4,5,1220,TA,396.0,TA,TA,COD,102000
1576,IR1,Lvl,Corner,NWAmes,1Fam,1977,1977,TA,TA,5,6,1126,Ex,540.0,TA,TA,WD ,175000
1577,Reg,Lvl,Inside,NAmes,1Fam,1956,2001,TA,TA,5,5,1384,TA,896.0,TA,TA,WD ,159000
1578,Reg,Lvl,Inside,Edwards,1Fam,1976,1976,TA,TA,6,6,1127,TA,480.0,TA,TA,WD ,135000
1579,Reg,Lvl,Inside,Edwards,1Fam,1954,1972,TA,TA,6,4,1855,TA,325.0,TA,TA,WD ,136900
1580,Reg,Lvl,Inside,Sawyer,1Fam,1961,1994,TA,TA,5,7,1236,TA,288.0,TA,TA,WD ,135000
1581,Reg,Lvl,Inside,NoRidge,1Fam,1999,1999,Gd,TA,8,5,2365,Gd,856.0,TA,TA,WD ,337000
1582,IR1,Lvl,Corner,NWAmes,1Fam,1968,1984,TA,TA,6,7,2654,Gd,619.0,TA,TA,WD ,250000
1583,IR1,Lvl,FR3,NWAmes,1Fam,1996,1996,Gd,TA,8,5,2340,Gd,787.0,TA,TA,WD ,306000
1584,Reg,Lvl,Inside,Edwards,Duplex,1987,1988,TA,Gd,5,5,1200,TA,0.0,,,WD ,179000
1585,Reg,Lvl,Corner,Somerst,TwnhsE,2007,2007,Gd,TA,7,5,1392,Gd,540.0,TA,TA,WD ,146000
1586,Reg,Lvl,Inside,IDOTRR,1Fam,1915,1950,TA,TA,6,5,2180,TA,720.0,TA,TA,WD ,161000
1587,IR1,Lvl,Inside,NWAmes,1Fam,1977,2001,TA,TA,6,7,1610,Gd,480.0,TA,TA,WD ,205000
1588,IR1,Lvl,Inside,Timber,TwnhsE,1986,1986,Gd,TA,7,6,1501,Gd,512.0,TA,TA,WD ,241500
1589,Reg,Lvl,Inside,Sawyer,1Fam,1961,1961,TA,Fa,4,5,1029,TA,261.0,TA,TA,WD ,118500
1590,IR1,Lvl,Inside,ClearCr,1Fam,1958,1958,TA,TA,5,4,1352,Gd,288.0,TA,TA,WD ,130000
1591,Reg,Lvl,Inside,OldTown,1Fam,1940,1950,TA,TA,5,8,1072,TA,379.0,TA,TA,WD ,130000
1592,IR1,Lvl,CulDSac,StoneBr,1Fam,2006,2006,Ex,TA,10,5,2698,Ex,736.0,TA,TA,New,535000
1593,Reg,Lvl,Inside,Sawyer,1Fam,1962,1962,TA,TA,5,6,912,TA,252.0,TA,TA,WD ,123000
1594,Reg,Lvl,Corner,Edwards,Duplex,1955,1955,TA,Fa,4,5,1152,TA,0.0,,,WD ,82000
1595,Reg,Lvl,Corner,OldTown,1Fam,1920,1965,TA,TA,7,8,1450,TA,288.0,TA,TA,WD ,132000
1596,Reg,Lvl,Corner,OldTown,1Fam,1921,1968,TA,TA,5,6,1073,TA,326.0,TA,TA,WD ,108480
1597,IR1,Lvl,Inside,Sawyer,1Fam,1967,1967,TA,TA,5,5,1458,TA,512.0,TA,TA,WD ,165000
1598,IR1,Lvl,Inside,SawyerW,1Fam,2006,2006,Gd,TA,7,5,1486,Gd,566.0,TA,TA,WD ,181000
1599,Reg,Lvl,Inside,Sawyer,1Fam,1961,1961,TA,TA,5,5,1774,TA,384.0,TA,TA,WD ,165000
1600,IR1,Lvl,Inside,Mitchel,1Fam,1969,1969,TA,TA,5,5,1479,TA,275.0,TA,TA,WD ,161000
1601,Reg,Lvl,Corner,Somerst,1Fam,2006,2006,Gd,TA,8,5,1504,Gd,510.0,TA,TA,New,199000
1602,Reg,Lvl,Corner,Timber,1Fam,2002,2003,Gd,TA,7,5,1894,Gd,510.0,TA,TA,WD ,214900
1603,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1278,Gd,584.0,TA,TA,New,198600
1604,Reg,Lvl,Corner,NoRidge,1Fam,1998,1998,Gd,TA,8,5,2263,Gd,420.0,TA,TA,WD ,258000
1605,Reg,Lvl,Inside,SawyerW,Duplex,2000,2000,TA,TA,7,5,2787,TA,820.0,TA,TA,WD ,269500
1606,Reg,Lvl,Inside,Gilbert,1Fam,2002,2002,Gd,TA,7,5,1414,Gd,403.0,TA,TA,WD ,176000
1607,Reg,Lvl,Inside,NAmes,1Fam,1964,1991,TA,TA,6,7,1302,Gd,309.0,TA,TA,CWD,158000
1608,Reg,Lvl,Inside,Gilbert,1Fam,2002,2002,Gd,TA,8,5,1419,Gd,527.0,TA,TA,WD ,184100
1609,IR1,Lvl,Inside,NWAmes,1Fam,1971,1971,TA,TA,6,5,1220,TA,944.0,TA,TA,WD ,170000
1610,IR1,Lvl,Inside,Crawfor,1Fam,1986,1986,TA,Gd,6,6,1982,TA,501.0,TA,TA,WD ,208000
1611,Reg,Lvl,Inside,CollgCr,TwnhsE,2003,2003,Gd,TA,6,5,848,Gd,420.0,TA,TA,WD ,140000
1612,IR1,HLS,Inside,Crawfor,TwnhsE,2007,2008,Ex,TA,8,5,1648,Ex,482.0,TA,TA,New,230000
1613,IR1,HLS,Inside,StoneBr,TwnhsE,1989,1989,Gd,TA,8,5,1337,Gd,462.0,TA,TA,WD ,188500
1614,Reg,HLS,Inside,Crawfor,1Fam,1940,1950,TA,TA,5,6,1717,TA,410.0,TA,TA,WD ,194000
1615,Reg,Lvl,Inside,NAmes,1Fam,1956,1958,TA,TA,5,5,1104,TA,384.0,TA,TA,WD ,133000
1616,IR1,Lvl,CulDSac,CollgCr,1Fam,1978,1978,TA,TA,5,5,907,TA,343.0,TA,TA,WD ,140000
1617,IR1,Lvl,Inside,CollgCr,1Fam,2000,2000,Gd,TA,7,5,1652,Gd,532.0,TA,TA,WD ,207500
1618,Reg,Lvl,Inside,NWAmes,1Fam,1967,1997,TA,TA,6,7,2640,Gd,515.0,TA,TA,WD ,256900
1619,Reg,Lvl,Inside,OldTown,1Fam,1940,1950,TA,TA,5,6,1034,TA,240.0,TA,TA,WD ,109000
1620,Reg,Bnk,Inside,SawyerW,Duplex,1979,1979,TA,TA,5,5,1513,TA,400.0,TA,TA,WD ,113722
1621,Reg,Lvl,Inside,CollgCr,1Fam,2005,2006,Gd,TA,8,5,1498,Gd,844.0,TA,TA,WD ,237000
1622,Reg,Lvl,Corner,NAmes,1Fam,1963,1963,TA,TA,5,7,1053,Gd,692.0,TA,TA,WD ,142100
1623,IR1,Lvl,Inside,NAmes,1Fam,1954,1954,TA,TA,6,5,1293,TA,452.0,TA,TA,WD ,149900
1624,Reg,Lvl,Inside,NridgHt,1Fam,2008,2008,Ex,TA,9,5,2020,Ex,896.0,TA,TA,WD ,404000
1625,IR1,HLS,Inside,NAmes,1Fam,1962,1998,TA,TA,7,8,2448,TA,441.0,TA,TA,WD ,277500
1626,Reg,Lvl,Inside,SawyerW,1Fam,1985,1985,Gd,TA,6,5,1732,Gd,476.0,TA,TA,WD ,178000
1627,Reg,Lvl,Inside,NridgHt,TwnhsE,2006,2006,Gd,TA,8,5,1324,Gd,550.0,TA,TA,WD ,254000
1628,Reg,Lvl,Inside,OldTown,1Fam,1923,1970,TA,Fa,2,2,832,TA,780.0,Fa,Fa,WD ,12789
1629,Reg,Lvl,Inside,Gilbert,1Fam,1995,1996,TA,TA,7,5,1253,TA,402.0,TA,TA,WD ,176000
1630,Reg,Lvl,Corner,NridgHt,1Fam,2006,2006,TA,TA,9,5,2596,Gd,840.0,TA,TA,New,342643
1631,IR1,Lvl,Inside,Sawyer,1Fam,1967,1967,TA,TA,5,6,902,TA,288.0,TA,TA,WD ,125500
1632,IR1,Lvl,Inside,Timber,1Fam,1989,1989,TA,TA,6,5,1495,TA,438.0,TA,TA,WD ,150000
1633,Reg,Lvl,Corner,Somerst,1Fam,2007,2007,Ex,TA,8,5,1584,Ex,594.0,TA,TA,New,261329
1634,Reg,Lvl,Inside,SawyerW,1Fam,2004,2005,TA,TA,7,5,1080,Gd,0.0,,,WD ,141000
1635,Reg,Lvl,Inside,NAmes,1Fam,1953,1953,TA,TA,4,6,1647,TA,280.0,TA,TA,WD ,153000
1636,Reg,Lvl,Inside,Blmngtn,TwnhsE,2006,2007,Gd,TA,7,5,1258,Gd,648.0,TA,TA,New,172500
1637,Reg,Lvl,Inside,BrkSide,1Fam,1915,2003,TA,TA,6,7,1396,TA,384.0,TA,TA,WD ,153575
1638,Reg,Lvl,Inside,IDOTRR,1Fam,1930,2007,Gd,TA,5,9,1001,Gd,216.0,TA,Po,WD ,124900
1639,Reg,Lvl,Inside,NridgHt,1Fam,2006,2007,Ex,TA,9,5,2121,Ex,732.0,TA,TA,New,415298
1640,Reg,Lvl,Inside,OldTown,1Fam,1920,1950,Fa,TA,6,6,1480,TA,207.0,Fa,TA,ConLI,119000
1641,Reg,Lvl,Inside,Somerst,1Fam,2006,2006,Gd,TA,8,5,1588,Gd,825.0,TA,TA,WD ,227000
1642,IR1,Lvl,Inside,NAmes,1Fam,1959,2006,Gd,TA,5,7,1053,Gd,312.0,TA,TA,WD ,145500
1643,Reg,Lvl,Inside,OldTown,1Fam,1921,1950,TA,TA,3,5,492,TA,200.0,Fa,TA,WD ,61500
1644,Reg,Lvl,Corner,NAmes,1Fam,1969,1969,TA,Gd,7,6,1851,TA,506.0,TA,TA,WD ,192100
1645,Reg,Bnk,Inside,IDOTRR,2fmCon,1915,1965,TA,Gd,6,7,1403,TA,308.0,TA,TA,WD ,116000
1646,Reg,Lvl,Inside,NAmes,1Fam,1958,1958,TA,Gd,6,8,1138,TA,264.0,TA,TA,WD ,145000
1647,IR1,Lvl,Corner,NridgHt,1Fam,2003,2003,Gd,TA,9,5,2452,Ex,886.0,TA,TA,WD ,445000
1648,IR1,Lvl,Inside,CollgCr,1Fam,1977,2008,TA,TA,5,7,1040,Gd,484.0,TA,TA,WD ,150500
1649,IR1,Lvl,Corner,Gilbert,1Fam,1993,1994,TA,TA,6,5,1655,TA,440.0,TA,TA,WD ,175900
1650,Reg,Lvl,Inside,NWAmes,1Fam,1974,1974,TA,TA,6,6,1116,TA,528.0,TA,TA,WD ,167900
1651,IR1,Lvl,Inside,Gilbert,1Fam,2006,2006,Gd,TA,7,5,1863,Gd,660.0,TA,TA,New,219210
1652,Reg,Lvl,Inside,SawyerW,1Fam,1992,1992,Gd,TA,6,5,1845,Gd,462.0,TA,TA,WD ,189000
1653,Reg,Lvl,Inside,NAmes,1Fam,1957,1957,TA,TA,5,4,1176,TA,292.0,TA,TA,WD ,136500
1654,Reg,Lvl,Inside,Sawyer,1Fam,1966,2008,TA,TA,5,7,892,Gd,416.0,TA,TA,WD ,137900
1655,Reg,Lvl,Inside,OldTown,1Fam,1910,2006,TA,TA,5,4,1022,TA,280.0,TA,TA,WD ,85000
1656,Reg,Lvl,Inside,NAmes,1Fam,1951,1951,TA,TA,5,3,2136,TA,528.0,TA,TA,WD ,137900
1657,IR1,Lvl,Inside,Gilbert,1Fam,1998,1998,TA,TA,6,5,1604,TA,472.0,TA,TA,WD ,195500
1658,Reg,Bnk,Corner,SWISU,1Fam,1915,1950,TA,TA,6,4,1647,Fa,216.0,TA,TA,WD ,128000
1659,Reg,Lvl,Inside,Sawyer,1Fam,1961,2007,TA,Gd,5,8,864,Gd,420.0,TA,TA,WD ,135000
1660,IR1,Lvl,Inside,CollgCr,1Fam,1975,1975,TA,TA,5,6,1076,TA,576.0,TA,TA,WD ,143195
1661,Reg,Lvl,Inside,BrkSide,1Fam,1930,1960,TA,TA,5,6,935,TA,308.0,TA,TA,WD ,79500
1662,Reg,Lvl,FR2,SawyerW,1Fam,2003,2004,Gd,TA,7,5,1663,Gd,478.0,TA,TA,WD ,192500
1663,Reg,Lvl,Inside,OldTown,1Fam,1950,1970,TA,Ex,5,7,1328,TA,308.0,TA,TA,WD ,129500
1664,IR1,Lvl,Inside,Gilbert,1Fam,1995,1996,TA,TA,6,5,1572,TA,373.0,TA,TA,WD ,168000
1665,Reg,Lvl,Inside,BrkSide,1Fam,1939,1950,TA,TA,6,5,1342,TA,240.0,TA,TA,WD ,105000
1666,IR1,Lvl,Corner,NAmes,1Fam,1971,1971,TA,TA,6,5,981,TA,576.0,TA,TA,WD ,143250
1667,Reg,Lvl,Inside,CollgCr,1Fam,1995,2006,TA,TA,5,6,1099,Gd,352.0,TA,TA,WD ,144000
1668,IR1,Lvl,Inside,SawyerW,1Fam,1994,2002,Gd,TA,7,5,2110,Gd,463.0,TA,TA,WD ,205000
1669,IR1,Lvl,Corner,Mitchel,1Fam,1974,1974,TA,TA,6,6,1026,TA,528.0,TA,TA,WD ,143000
1670,IR1,Lvl,Inside,Somerst,TwnhsE,2001,2001,Gd,TA,9,5,1419,Ex,588.0,TA,TA,WD ,290000
1671,IR1,Lvl,Inside,NridgHt,1Fam,2009,2010,Ex,TA,9,5,2364,Ex,820.0,TA,TA,New,611657
1672,IR2,Low,Corner,CollgCr,1Fam,1996,1996,TA,Gd,5,5,1040,Gd,576.0,TA,TA,WD ,152000
1673,IR1,HLS,Inside,StoneBr,TwnhsE,1992,1992,Gd,TA,8,5,1280,Gd,506.0,TA,TA,WD ,191500
1674,Reg,Lvl,Inside,NridgHt,1Fam,2004,2005,Gd,TA,8,5,2473,Gd,852.0,TA,TA,WD ,317000
1675,Reg,Lvl,Inside,Sawyer,1Fam,1940,1998,TA,TA,7,8,1302,Gd,224.0,TA,TA,WD ,165250
1676,Reg,Lvl,Inside,Edwards,1Fam,1966,1966,TA,TA,5,5,1092,TA,264.0,TA,TA,COD,123000
1677,Reg,Lvl,Inside,Sawyer,1Fam,1956,1956,TA,TA,6,8,1188,TA,621.0,TA,TA,WD ,185000
1678,Reg,Lvl,Corner,NAmes,1Fam,1962,1962,TA,TA,7,6,1045,TA,528.0,TA,TA,WD ,120000
1679,IR1,Lvl,Corner,NWAmes,1Fam,1966,1966,TA,TA,6,7,1093,TA,484.0,TA,TA,WD ,158500
1680,IR1,Lvl,Inside,SawyerW,1Fam,2004,2004,Gd,TA,6,5,1640,Gd,520.0,TA,TA,WD ,173000
1681,Reg,Lvl,FR2,NAmes,Duplex,1962,1962,TA,TA,4,5,1224,TA,462.0,TA,TA,WD ,101800
